Plant_ID,Sp_Code,Scientific_Name,Native_Status,Growth_Habit,Rating,Source,Plot,Block,Shelter,Plot_number,Population,Treatment,var_mo,rate
D3.BROARE.1,BROARE,Bromus arenarius,Non-native,Grass,Non-native,CalFlora,D3,4,D,3,WWP,Control,rgr_h_FM,NA
D3.BROARE.1,BROARE,Bromus arenarius,Non-native,Grass,Non-native,CalFlora,D3,4,D,3,WWP,Control,rgr_h_MA,0.01121574122070709
D3.BROARE.1,BROARE,Bromus arenarius,Non-native,Grass,Non-native,CalFlora,D3,4,D,3,WWP,Control,rgr_h_AM,0.00191646865241532
D3.BROARE.1,BROARE,Bromus arenarius,Non-native,Grass,Non-native,CalFlora,D3,4,D,3,WWP,Control,rgr_h_MJ,NA
E4.BROARE.1,BROARE,Bromus arenarius,Non-native,Grass,Non-native,CalFlora,E4,5,E,4,WWP,Control,rgr_h_FM,NA
E4.BROARE.1,BROARE,Bromus arenarius,Non-native,Grass,Non-native,CalFlora,E4,5,E,4,WWP,Control,rgr_h_MA,0.00863695666692416
E4.BROARE.1,BROARE,Bromus arenarius,Non-native,Grass,Non-native,CalFlora,E4,5,E,4,WWP,Control,rgr_h_AM,-6.279687633935843e-4
E4.BROARE.1,BROARE,Bromus arenarius,Non-native,Grass,Non-native,CalFlora,E4,5,E,4,WWP,Control,rgr_h_MJ,NA
E8.LUPBIC.1,LUPBIC,Lupinus bicolor,Native,Forb,Native,CalFlora,E8,5,E,8,BORR,Control,rgr_h_FM,0.02260717941931227
E8.LUPBIC.1,LUPBIC,Lupinus bicolor,Native,Forb,Native,CalFlora,E8,5,E,8,BORR,Control,rgr_h_MA,0.03883783239761083
E8.LUPBIC.1,LUPBIC,Lupinus bicolor,Native,Forb,Native,CalFlora,E8,5,E,8,BORR,Control,rgr_h_AM,NA
E8.LUPBIC.1,LUPBIC,Lupinus bicolor,Native,Forb,Native,CalFlora,E8,5,E,8,BORR,Control,rgr_h_MJ,NA
E7.LUPBIC.1,LUPBIC,Lupinus bicolor,Native,Forb,Native,CalFlora,E7,5,E,7,MCL,Control,rgr_h_FM,0.04225431879492729
E7.LUPBIC.1,LUPBIC,Lupinus bicolor,Native,Forb,Native,CalFlora,E7,5,E,7,MCL,Control,rgr_h_MA,0.05262634900493147
E7.LUPBIC.1,LUPBIC,Lupinus bicolor,Native,Forb,Native,CalFlora,E7,5,E,7,MCL,Control,rgr_h_AM,0.00400856625187948
E7.LUPBIC.1,LUPBIC,Lupinus bicolor,Native,Forb,Native,CalFlora,E7,5,E,7,MCL,Control,rgr_h_MJ,NA
H1.ESCCAL.1,ESCCAL,Eschscholzia californica,Native,Forb,Native,CalFlora,H1,3,H,1,SEDG,Control,rgr_h_FM,0.04969177551442416
H1.ESCCAL.1,ESCCAL,Eschscholzia californica,Native,Forb,Native,CalFlora,H1,3,H,1,SEDG,Control,rgr_h_MA,0.04739014158817816
H1.ESCCAL.1,ESCCAL,Eschscholzia californica,Native,Forb,Native,CalFlora,H1,3,H,1,SEDG,Control,rgr_h_AM,0.02896179343629745
H1.ESCCAL.1,ESCCAL,Eschscholzia californica,Native,Forb,Native,CalFlora,H1,3,H,1,SEDG,Control,rgr_h_MJ,-0.01855589689588995
D8.ESCCAL.1,ESCCAL,Eschscholzia californica,Native,Forb,Native,CalFlora,D8,4,D,8,SEDG,Control,rgr_h_FM,0.06016309587105097
D8.ESCCAL.1,ESCCAL,Eschscholzia californica,Native,Forb,Native,CalFlora,D8,4,D,8,SEDG,Control,rgr_h_MA,0.03662040962227032
D8.ESCCAL.1,ESCCAL,Eschscholzia californica,Native,Forb,Native,CalFlora,D8,4,D,8,SEDG,Control,rgr_h_AM,0.02252855705297019
D8.ESCCAL.1,ESCCAL,Eschscholzia californica,Native,Forb,Native,CalFlora,D8,4,D,8,SEDG,Control,rgr_h_MJ,0.00161041871518066
J1.LUPBIC.1,LUPBIC,Lupinus bicolor,Native,Forb,Native,CalFlora,J1,5,J,1,BORR,Drought,rgr_h_FM,0.01150728289807123
J1.LUPBIC.1,LUPBIC,Lupinus bicolor,Native,Forb,Native,CalFlora,J1,5,J,1,BORR,Drought,rgr_h_MA,0.05327337788245079
J1.LUPBIC.1,LUPBIC,Lupinus bicolor,Native,Forb,Native,CalFlora,J1,5,J,1,BORR,Drought,rgr_h_AM,NA
J1.LUPBIC.1,LUPBIC,Lupinus bicolor,Native,Forb,Native,CalFlora,J1,5,J,1,BORR,Drought,rgr_h_MJ,NA
E6.ESCCAL.1,ESCCAL,Eschscholzia californica,Native,Forb,Native,CalFlora,E6,5,E,6,SEDG,Control,rgr_h_FM,0.0422543187949273
E6.ESCCAL.1,ESCCAL,Eschscholzia californica,Native,Forb,Native,CalFlora,E6,5,E,6,SEDG,Control,rgr_h_MA,0.05954279646768808
E6.ESCCAL.1,ESCCAL,Eschscholzia californica,Native,Forb,Native,CalFlora,E6,5,E,6,SEDG,Control,rgr_h_AM,0.00526779421063611
E6.ESCCAL.1,ESCCAL,Eschscholzia californica,Native,Forb,Native,CalFlora,E6,5,E,6,SEDG,Control,rgr_h_MJ,0
I3.ESCCAL.1,ESCCAL,Eschscholzia californica,Native,Forb,Native,CalFlora,I3,4,I,3,WWP,Drought,rgr_h_FM,0.06636146182326129
I3.ESCCAL.1,ESCCAL,Eschscholzia californica,Native,Forb,Native,CalFlora,I3,4,I,3,WWP,Drought,rgr_h_MA,0.05383645617940949
I3.ESCCAL.1,ESCCAL,Eschscholzia californica,Native,Forb,Native,CalFlora,I3,4,I,3,WWP,Drought,rgr_h_AM,0.00485390036102393
